en,ar,section,source,confidence,type
"**Feeling of sickness, skin reddening, allergic reactions, shortness of breath, swollen facial features, liver damage**",**شعور بالمرض، احمرار الجلد، ردود فعل تحسسية، ضيق في التنفس، تورم في الوجه، تلف الكبد**,medical_term,leaflet_content_basic,high,sentence
"**Tremor, blurred vision, abdominal discomfort, gastrointestinal disorders**",**رعاش، عدم وضوح الرؤية، عدم راحة في البطن، اضطرابات معدية معوية**,medical_term,leaflet_content_basic,high,sentence
**Monitoring of liver function: Cases of liver injury have been reported**,**مراقبة وظائف الكبد: تم الإبلاغ عن حالات إصابة الكبد**,medical_term,leaflet_content_basic,high,sentence
**Avoid concomitant use with other NSAIDs**,**تجنب الاستخدام المتزامن مع مضادات الالتهاب غير الستيرويدية الأخرى**,medical_term,leaflet_content_basic,high,sentence
**Close medical surveillance is imperative in patients with symptoms indicative of gastrointestinal disorders**,**المراقبة الطبية الدقة ضرورية للمرضى الذين تظهر عليهم أعراض اضطرابات معدية معوية**,medical_term,leaflet_content_basic,high,sentence
**The recommended dose is one tablet (25 mg) once daily taken orally at bedtime**,**الجرعة الموصى بها هي قرص واحد (٢٥ ملغ) مرة واحدة يوميًا تؤخذ عن طريق الفم قبل النوم**,medical_term,leaflet_content_basic,high,sentence
**Dosage increases should generally not be made before 2 weeks**,**يجب عدم زيادة الجرعة قبل مرور أسبوعين**,medical_term,leaflet_content_basic,high,sentence
**Maintenance treatment: Periodically reassess to determine the continued need**,**العلاج الصيانى: إعادة تقييم دورية لتحديد الحاجة المستمرة**,medical_term,leaflet_content_basic,high,sentence
**No dosage tapering is needed on treatment discontinuation**,**لا حاجة لتخفيض الجرعة عند التوقف عن العلاج**,medical_term,leaflet_content_basic,high,sentence
**Liver damage is possible in adults who have taken 10g or more of paracetamol**,**تلف الكبد ممكن لدى البالغين الذين تناولوا ١٠ جرام أو أكثر من الباراسيتامول**,medical_term,leaflet_content_basic,high,sentence
"**Symptoms include headache, nausea, vomiting, epigastric pain, gastrointestinal bleeding**",**الأعراض تشمل صداع، غثيان، قيء، ألم شرسوفي، نزف معدي معوي**,medical_term,leaflet_content_basic,high,sentence
"**Management of overdosage: Activated charcoal, cardiac monitoring, supportive therapy**",**إدارة فرط الجرعة: الفحم المنشط، مراقبة القلب، العلاج الداعم**,medical_term,leaflet_content_basic,high,sentence
"**Store at room temperature, between 15-30° C**",**يحفظ في درجة حرارة الغرفة، بين ١٥-٣٠ درجة مئوية**,medical_term,leaflet_content_basic,high,sentence
**Store away from humidity and direct light**,**يحفظ بعيدًا عن الرطوبة والضوء المباشر**,medical_term,leaflet_content_basic,high,sentence
"**2 blisters, each contains 10 tablets/carton box**",**علبتان من البليستر، كل منهما يحتوي على ١٠ أقراص/علبة كرتون**,medical_term,leaflet_content_basic,high,sentence
**Manufactured by: HAMA PHARMA Hama - Syria**,**تصنيع: هاما فارما - حماة - سوريا**,medical_term,leaflet_content_basic,high,sentence
**Do not interrupt the treatment period**,**لا تقاطع فترة العلاج**,medical_term,medical_terms_basic,high,sentence
**The dose should be adjusted to the intensity of the pain and the sensitivity of the individual patient**,**يجب تعديل الجرعة حسب شدة الألم وحساسية المريض الفردية**,medical_term,dosage,high,sentence
**Adults and children over 12 years: 50-100 mg 3-4 times daily**,**البالغون والأطفال فوق ١٢ سنة: ٥٠-١٠٠ ملغ ٣-٤ مرات يوميًا**,medical_term,dosage,high,sentence
**A total daily dose of 400 mg should not be exceeded**,**يجب عدم تجاوز الجرعة اليومية الإجمالية ٤٠٠ ملغ**,medical_term,dosage,high,sentence
"**For patients with creatinine clearance <30 ml/min, the dosage interval should be increased to 12 hours**",**لمرضى تصفية الكرياتينين <٣٠ مل/دقيقة، يجب زيادة فترة الجرعة إلى ١٢ ساعة**,medical_term,dosage,high,sentence
"**In severe hepatic impairment, the product is contraindicated**",**في القصور الكبدي الشديد، المنتج مضاد استطباب**,medical_term,dosage,high,sentence
**Children under 12 years: Not recommended**,**الأطفال تحت ١٢ سنة: غير موصى به**,medical_term,dosage,high,sentence
**Tramadol should not be combined with MAO inhibitors**,**يجب عدم الجمع بين ترامادول ومثبطات مونوأمين أوكسيداز**,medical_term,interactions,high,sentence
**Concomitant administration of Tramadol with other centrally depressant medicinal products including alcohol may potentiate the CNS effects**,**الإعطاء المتزامن لترامادول مع منتجات طبية مثبطة للجهاز العصبي المركزي بما في ذلك الكحول قد يزيد من آثار الجهاز العصبي المركزي**,medical_term,interactions,high,sentence
**Caution should be exercised during concomitant treatment with tramadol and coumarin derivatives (e.g. warfarin)**,**يجب توخي الحذر أثناء العلاج المتزامن بترامادول ومشتقات الكومارين (مثل وارفارين)**,medical_term,interactions,high,sentence
"**Other active substances known to inhibit CYP3A4, such as ketoconazole and erythromycin, might inhibit the metabolism of tramadol**",**المواد الفعالة الأخرى المعروفة بتثبيط CYP3A4، مثل كيتوكونازول وإريثرومايسين، قد تثبط استقلاب ترامادول**,medical_term,interactions,high,sentence
**Indications: Treatment of moderate to severe pain**,**استطبابات: علاج الألم المتوسط إلى الشديد**,medical_term,indications,high,sentence
**Contraindications: Hypersensitivity to the active substance or any of the other ingredients**,**مضادات الاستطباب: فرط الحساسية للمادة الفعالة أو أي من المكونات الأخرى**,medical_term,indications,high,sentence
**Contraindications: Acute intoxication with central nervous system depressants**,**مضادات الاستطباب: التسمم الحاد بمثبطات الجهاز العصبي المركزي**,medical_term,indications,high,sentence
"**Contraindications: MAO inhibitors, Severe hepatic/renal/respiratory impairment, Epilepsy**",**مضادات الاستطباب: مثبطات مونوأمين أوكسيداز، قصور كبدي/كلوي/تنفسي شديد، صرع**,medical_term,indications,high,sentence
"Phenobarbital 15, 30, 60, 100 mg (TABLETS)",فينوباربيتال ١٥، ٣٠، ٦٠، ١٠٠ ملغ (أقراص),medical_term,leaflet_core_glossary,high,sentence
"COMPOSITION: Each tablet contains: 15 mg, 30 mg, 60 mg or 100 mg of phenobarbital.",التركيب: يحوي كل قرص على: ١٥ أو ٣٠ أو ٦٠ أو ١٠٠ ملغ فينوباربيتال.,medical_term,leaflet_core_glossary,high,sentence
"EXCIPIENTS: Calcium stearate, Corn starch, Anhydrous lactose, Magnesium stearate, Colloidal silicon dioxide, Microcrystalline cellulose, Sodium starch glycolate, Sodium docusate, Lactose monohydrate.",السواغات: ستيترات الكالسيوم، نشاء الذرة، لاكتوز لامائي، ستيترات المغنيسيوم، ثاني أوكسيد السيليكون الغرويدي، ميكروكريستالين سللوز، غليكوات النشاء الصودية، صوديوم دوكوسات، لاكتوز مونوهيدرات.,medical_term,leaflet_core_glossary,high,sentence
"MECHANISM OF ACTION: Phenobarbital, a long-acting barbiturate, is a central nervous system depressant. In ordinary doses, the drug acts as a sedative and anticonvulsant.",آلية التأثير: فينوباربيتال مركب باربيتوري طويل المفعول مثبط للجملة العصبية المركزية. بالجرعات العادية، يعمل فينوباربيتال كمهدئ ومضاد للاختلاج.,medical_term,leaflet_core_glossary,high,sentence
"PHARMACOKINETICS: Its onset of action occurs within 30 minutes, and the duration of action ranges from 5 to 6 hours. It is detoxified in the liver.",الحركية الدوائية: يبدأ عمل فينوباربيتال خلال ٣٠ دقيقة، ويستمر لفترة تتراوح بين ٥ إلى ٦ ساعات. يتم إزالة سميته في الكبد.,medical_term,leaflet_core_glossary,high,sentence
INDICATIONS: Phenobarbital Hama Pharma is indicated for use as a sedative or anticonvulsant.,الاستطبابات: يستخدم فينوباربيتال حماة فارما كمهدئ أو مضاد للاختلاج.,medical_term,leaflet_core_glossary,high,sentence
CONTRAINDICATIONS: Phenobarbital Hama Pharma is contraindicated in patients who are hypersensitive to barbiturates.,مضادات الاستطباب: يجب عدم استخدام فينوباربيتال حماة فارما في المرضى المعروفين بفرط الحساسية للباربيتورات.,medical_term,leaflet_core_glossary,high,sentence
"SIDE EFFECTS: CNS Depression: Sedation, drowsiness, lethargy, and vertigo.",التأثيرات الجانبية: تثبيط الجهاز العصبي المركزي: تهدئة، نعاس، خمول، ودوار.,medical_term,leaflet_core_glossary,high,sentence
OVERDOSE: The signs and symptoms of barbiturate poisoning are referable especially to the central nervous system and the cardiovascular system.,حالات فرط الجرعة: تتجلى أعراض التسمم بالباربيتورات خاصة في الجملة العصبية المركزية وفي الجملة القلبية الوعائية.,medical_term,leaflet_core_glossary,high,sentence
"PRESENTATION: 3 Blisters, each contains 10 tablets of Phenobarbital Hama Pharma-15 mg.",التعبئة: ٣ أشرطة، كل شريط يحوي ١٠ أقراص من فينوباربيتال حماة فارما-١٥ ملغ.,medical_term,leaflet_core_glossary,high,sentence
"STORAGE: Store at room temperature, between 20°-25°C, away from moisture and light. Keep out of reach of children.",شروط الحفظ: يحفظ في درجة حرارة الغرفة، بين ٢٠°-٢٥°، بعيداً عن الرطوبة والضوء. يحفظ بعيداً عن متناول الأطفال.,medical_term,leaflet_core_glossary,high,sentence
"**Packing: 2 blisters, each contains 10 film-coated tablets**",**التعبئة: علبتان من البليستر، كل منهما يحتوي على ١٠ أقراص ملبسة بالفيلم**,medical_term,general_info,high,sentence
"**Storage Conditions: Store at room temperature, 20°-25° C**",**شروط الحفظ: يحفظ في درجة حرارة الغرفة، ٢٠-٢٥ درجة مئوية**,medical_term,general_info,high,sentence
"**A medicament is a product which affects your health, and its consumption contrary to instructions is dangerous for you**",**الدواء منتج يؤثر على صحتك، واستخدامه خلاف التعليمات يعرضك للخطر**,medical_term,general_info,high,sentence
**Severe hypersensitivity reactions to the drug or its components**,**ردود فعل تحسسية شديدة تجاه الدواء أو مكوناته**,medical_term,updated_contraindications,high,sentence
**Active peptic ulceration or past history of ulceration or dyspepsia**,**قرحة هضمية نشطة أو تاريخ سابق من القرحة أو عسر الهضم**,medical_term,updated_contraindications,high,sentence
**Patients who are suffering from gout**,**المرضى الذين يعانون من النقرس**,medical_term,updated_contraindications,high,sentence
"**Active gastric or intestinal ulcer, bleeding or perforation**",**قرحة معدية أو معوية نشطة، نزف أو انثقاب**,medical_term,updated_contraindications,high,sentence
**Hypersensitivity to the active substance or to any of the excipients**,**فرط الحساسية للمادة الفعالة أو لأي من السواغات**,medical_term,updated_contraindications,high,sentence
"**Hypersensitivity to clopidogrel, salicylates or NSAIDs**",**فرط الحساسية لكلوبيدوغريل، الساليسيلات أو مضادات الالتهاب غير الستيرويدية**,medical_term,updated_contraindications,high,sentence
