en,ar,source
**Adults and children over 12 years: 50-100 mg 3-4 times daily**,**البالغون والأطفال فوق ١٢ سنة: ٥٠-١٠٠ ملغ ٣-٤ مرات يوميًا**,dosage
**A total daily dose of 400 mg should not be exceeded**,**يجب عدم تجاوز الجرعة اليومية الإجمالية ٤٠٠ ملغ**,dosage
"**For patients with creatinine clearance <30 ml/min, the dosage interval should be increased to 12 hours**",**لمرضى تصفية الكرياتينين <٣٠ مل/دقيقة، يجب زيادة فترة الجرعة إلى ١٢ ساعة**,dosage
"**In severe hepatic impairment, the product is contraindicated**",**في القصور الكبدي الشديد، المنتج مضاد استطباب**,dosage
**Children under 12 years: Not recommended**,**الأطفال تحت ١٢ سنة: غير موصى به**,dosage
**Tramadol should not be combined with MAO inhibitors**,**يجب عدم الجمع بين ترامادول ومثبطات مونوأمين أوكسيداز**,interactions
**Concomitant administration of Tramadol with other centrally depressant medicinal products including alcohol may potentiate the CNS effects**,**الإعطاء المتزامن لترامادول مع منتجات طبية مثبطة للجهاز العصبي المركزي بما في ذلك الكحول قد يزيد من آثار الجهاز العصبي المركزي**,interactions
**Caution should be exercised during concomitant treatment with tramadol and coumarin derivatives (e.g. warfarin)**,**يجب توخي الحذر أثناء العلاج المتزامن بترامادول ومشتقات الكومارين (مثل وارفارين)**,interactions
"**Other active substances known to inhibit CYP3A4, such as ketoconazole and erythromycin, might inhibit the metabolism of tramadol**",**المواد الفعالة الأخرى المعروفة بتثبيط CYP3A4، مثل كيتوكونازول وإريثرومايسين، قد تثبط استقلاب ترامادول**,interactions
**Indications: Treatment of moderate to severe pain**,**استطبابات: علاج الألم المتوسط إلى الشديد**,indications
**Contraindications: Hypersensitivity to the active substance or any of the other ingredients**,**مضادات الاستطباب: فرط الحساسية للمادة الفعالة أو أي من المكونات الأخرى**,indications
**Contraindications: Acute intoxication with central nervous system depressants**,**مضادات الاستطباب: التسمم الحاد بمثبطات الجهاز العصبي المركزي**,indications
"**Contraindications: MAO inhibitors, Severe hepatic/renal/respiratory impairment, Epilepsy**",**مضادات الاستطباب: مثبطات مونوأمين أوكسيداز، قصور كبدي/كلوي/تنفسي شديد، صرع**,indications
"Phenobarbital 15, 30, 60, 100 mg (TABLETS)",فينوباربيتال ١٥، ٣٠، ٦٠، ١٠٠ ملغ (أقراص),leaflet_core_glossary
"COMPOSITION: Each tablet contains: 15 mg, 30 mg, 60 mg or 100 mg of phenobarbital.",التركيب: يحوي كل قرص على: ١٥ أو ٣٠ أو ٦٠ أو ١٠٠ ملغ فينوباربيتال.,leaflet_core_glossary
"EXCIPIENTS: Calcium stearate, Corn starch, Anhydrous lactose, Magnesium stearate, Colloidal silicon dioxide, Microcrystalline cellulose, Sodium starch glycolate, Sodium docusate, Lactose monohydrate.",السواغات: ستيترات الكالسيوم، نشاء الذرة، لاكتوز لامائي، ستيترات المغنيسيوم، ثاني أوكسيد السيليكون الغرويدي، ميكروكريستالين سللوز، غليكوات النشاء الصودية، صوديوم دوكوسات، لاكتوز مونوهيدرات.,leaflet_core_glossary
"MECHANISM OF ACTION: Phenobarbital, a long-acting barbiturate, is a central nervous system depressant. In ordinary doses, the drug acts as a sedative and anticonvulsant.",آلية التأثير: فينوباربيتال مركب باربيتوري طويل المفعول مثبط للجملة العصبية المركزية. بالجرعات العادية، يعمل فينوباربيتال كمهدئ ومضاد للاختلاج.,leaflet_core_glossary
"PHARMACOKINETICS: Its onset of action occurs within 30 minutes, and the duration of action ranges from 5 to 6 hours. It is detoxified in the liver.",الحركية الدوائية: يبدأ عمل فينوباربيتال خلال ٣٠ دقيقة، ويستمر لفترة تتراوح بين ٥ إلى ٦ ساعات. يتم إزالة سميته في الكبد.,leaflet_core_glossary
INDICATIONS: Phenobarbital Hama Pharma is indicated for use as a sedative or anticonvulsant.,الاستطبابات: يستخدم فينوباربيتال حماة فارما كمهدئ أو مضاد للاختلاج.,leaflet_core_glossary
CONTRAINDICATIONS: Phenobarbital Hama Pharma is contraindicated in patients who are hypersensitive to barbiturates.,مضادات الاستطباب: يجب عدم استخدام فينوباربيتال حماة فارما في المرضى المعروفين بفرط الحساسية للباربيتورات.,leaflet_core_glossary
"SIDE EFFECTS: CNS Depression: Sedation, drowsiness, lethargy, and vertigo.",التأثيرات الجانبية: تثبيط الجهاز العصبي المركزي: تهدئة، نعاس، خمول، ودوار.,leaflet_core_glossary
OVERDOSE: The signs and symptoms of barbiturate poisoning are referable especially to the central nervous system and the cardiovascular system.,حالات فرط الجرعة: تتجلى أعراض التسمم بالباربيتورات خاصة في الجملة العصبية المركزية وفي الجملة القلبية الوعائية.,leaflet_core_glossary
"PRESENTATION: 3 Blisters, each contains 10 tablets of Phenobarbital Hama Pharma-15 mg.",التعبئة: ٣ أشرطة، كل شريط يحوي ١٠ أقراص من فينوباربيتال حماة فارما-١٥ ملغ.,leaflet_core_glossary
"STORAGE: Store at room temperature, between 20°-25°C, away from moisture and light. Keep out of reach of children.",شروط الحفظ: يحفظ في درجة حرارة الغرفة، بين ٢٠°-٢٥°، بعيداً عن الرطوبة والضوء. يحفظ بعيداً عن متناول الأطفال.,leaflet_core_glossary
"**Packing: 2 blisters, each contains 10 film-coated tablets**",**التعبئة: علبتان من البليستر، كل منهما يحتوي على ١٠ أقراص ملبسة بالفيلم**,general_info
"**Storage Conditions: Store at room temperature, 20°-25° C**",**شروط الحفظ: يحفظ في درجة حرارة الغرفة، ٢٠-٢٥ درجة مئوية**,general_info
"**A medicament is a product which affects your health, and its consumption contrary to instructions is dangerous for you**",**الدواء منتج يؤثر على صحتك، واستخدامه خلاف التعليمات يعرضك للخطر**,general_info
**Severe hypersensitivity reactions to the drug or its components**,**ردود فعل تحسسية شديدة تجاه الدواء أو مكوناته**,updated_contraindications
**Active peptic ulceration or past history of ulceration or dyspepsia**,**قرحة هضمية نشطة أو تاريخ سابق من القرحة أو عسر الهضم**,updated_contraindications
**Patients who are suffering from gout**,**المرضى الذين يعانون من النقرس**,updated_contraindications
"**Active gastric or intestinal ulcer, bleeding or perforation**",**قرحة معدية أو معوية نشطة، نزف أو انثقاب**,updated_contraindications
**Hypersensitivity to the active substance or to any of the excipients**,**فرط الحساسية للمادة الفعالة أو لأي من السواغات**,updated_contraindications
"**Hypersensitivity to clopidogrel, salicylates or NSAIDs**",**فرط الحساسية لكلوبيدوغريل، الساليسيلات أو مضادات الالتهاب غير الستيرويدية**,updated_contraindications
Take one tablet three times a day after meals.,خذ قرصاً واحداً ثلاث مرات يومياً بعد الوجبات.,curated_medical_phrases
Take two tablets daily with water.,خذ قرصين يومياً مع الماء.,curated_medical_phrases
Store in a cool dry place below 25 degrees Celsius.,يحفظ في مكان بارد وجاف تحت 25 درجة مئوية.,curated_medical_phrases
Keep out of reach of children.,يحفظ بعيداً عن متناول الأطفال.,curated_medical_phrases
Do not exceed the recommended dose.,لا تتجاوز الجرعة الموصى بها.,curated_medical_phrases
Not recommended for use during pregnancy.,لا يوصى بالاستعمال أثناء الحمل.,curated_medical_phrases
Contraindicated in patients with known hypersensitivity.,مضاد استطباب عند المرضى الذين يعانون من فرط حساسية معروف.,curated_medical_phrases
May cause drowsiness. Do not drive or operate machinery.,قد يسبب النعاس. لا تقُد أو تشغل الآلات.,curated_medical_phrases
Discontinue use and consult a physician if adverse reactions occur.,أوقف الاستعمال واستشر الطبيب في حال حدوث تفاعلات ضارة.,curated_medical_phrases
This medication should not be used after the expiry date.,لا يجب استعمال هذا الدواء بعد تاريخ انتهاء الصلاحية.,curated_medical_phrases
Seek immediate medical attention in case of overdose.,اطلب العناية الطبية فوراً في حالة الجرعة الزائدة.,curated_medical_phrases
Use with caution in patients with renal impairment.,يستعمل بحذر عند المرضى الذين يعانون من قصور كلوي.,curated_medical_phrases
Use with caution in patients with hepatic impairment.,يستعمل بحذر عند المرضى الذين يعانون من قصور كبدي.,curated_medical_phrases
Not recommended for children under 12 years of age.,لا يوصى به للأطفال تحت سن 12 عاماً.,curated_medical_phrases
"Take on an empty stomach, 30 minutes before meals.",يؤخذ على معدة فارغة، 30 دقيقة قبل الوجبات.,curated_medical_phrases
Do not crush or chew the tablet. Swallow whole.,لا تسحق أو تمضغ القرص. ابتلعه كاملاً.,curated_medical_phrases
"Side effects: Nausea, vomiting, abdominal pain.",الآثار الجانبية: غثيان، إقياء، ألم بطني.,curated_medical_phrases
Drug interactions: May increase the effect of anticoagulants.,التداخلات الدوائية: قد يزيد من تأثير مضادات التخثر.,curated_medical_phrases
Pharmacokinetics: Rapidly absorbed after oral administration.,الحرائك الدوائية: يمتص بسرعة بعد الإعطاء الفموي.,curated_medical_phrases
Mechanism of action: Inhibits cyclooxygenase enzyme.,آلية التأثير: يثبط إنزيم السيكلوأوكسيجيناز.,curated_medical_phrases
Contraindicated in patients with severe liver disease.,مضاد استطباب عند المرضى الذين يعانون من أمراض الكبد الشديدة.,curated_medical_phrases
Pregnancy category: Should be used only if clearly needed.,فئة الحمل: يُستعمل فقط في حال الضرورة القصوى.,curated_medical_phrases
Management of type 2 diabetes mellitus.,علاج داء السكري النمط الثاني.,curated_medical_phrases
Antibiotic for the treatment of bacterial infections.,مضاد حيوي لعلاج الانتانات الجرثومية.,curated_medical_phrases
Anticonvulsant for the treatment of epilepsy.,مضاد اختلاج لعلاج الصرع.,curated_medical_phrases
Diuretic for the management of edema.,مدر بول لعلاج الوذمة.,curated_medical_phrases
Anticoagulant for the prevention of thrombosis.,مضاد تخثر للوقاية من الخثرة.,curated_medical_phrases
Iron supplement for treatment of iron deficiency anemia.,مكمل حديد لعلاج فقر الدم بعوز الحديد.,curated_medical_phrases
Antiemetic for prevention of nausea and vomiting.,مضاد إقياء للوقاية من الغثيان والإقياء.,curated_medical_phrases
Antispasmodic for relief of abdominal cramps.,مضاد تشنج لتخفيف التشنجات البطنية.,curated_medical_phrases
Antihistamine for relief of allergy symptoms.,مضاد هيستامين لتخفيف أعراض الحساسية.,curated_medical_phrases
Proton pump inhibitor for treatment of gastric ulcer.,مثبط مضخة البروتون لعلاج القرحة المعدية.,curated_medical_phrases
Indications: Treatment of mild to moderate pain.,الاستطبابات: علاج الألم الخفيف إلى المتوسط.,curated_medical_phrases
"Overdose symptoms: May include confusion, dizziness, nausea.",أعراض الجرعة الزائدة: قد تشمل التشوش، الدوخة، الغثيان.,curated_medical_phrases
Metformin HCl 500 mg + Empagliflozin 5 mg,ميتفورمين هيدروكلوريد ٥٠٠ ملغ + إيمباغليفلوزين ٥ ملغ,hama_pharma
Metformin HCl 500 mg + Empagliflozin 12.5 mg,ميتفورمين هيدروكلوريد ٥٠٠ ملغ + إيمباغليفلوزين ١٢.٥ ملغ,hama_pharma
A*apex prostatae NA (apex of prostate gland),قمة,dictionaries_master
Bipolar c.,خلية ذات,dictionaries_master
C levator muscle of angle of mouth,العضلة الرافعة لزاوية,dictionaries_master
C zona arcuata NA (canal o Corti),المنطقة المقوسة قناة,dictionaries_master
C)NREM sleep (non rapid eye movement sleep),مختصر نوم,dictionaries_master
Chronic p.,التهاب المعثكلة,dictionaries_master
Corti's t.,نفق,dictionaries_master
D margo uteri dexter / sinister NA,حافة الرحم اليمنى أو,dictionaries_master
"D""head of dorsal horn of spinal cord",رأس القرن الظهراني,dictionaries_master
"D""neck of dorsal head of spinal cord",عنق القرن الظهراني,dictionaries_master
D*area of facial nerve (area nervi facialis),باحة العصب,dictionaries_master
E lateral gray horn of spinal cord,القرن الوحشي السنجابي,dictionaries_master
E%apex of posterior horn of spinal cord,قمة القرن الخلفي,dictionaries_master
Elli-Van Creveld syndrome Ellis Van Ellswort-Howard test,اخْتِبارُ إيلسوورث - هاوارد (لتحري الاستجابة لحقن هرمون الدريقات),dictionaries_master
F anterior lip of ostium of uter,الشفة الأمامية للفوهة,dictionaries_master
F+uncus of hamate bone (hamulus ossis hamati),معقف العظم,dictionaries_master
F/apex capituli fibulae (apex capitis fibulae NA),قمة رأس,dictionaries_master
G&S. T. S. (serologic test for syphilis),مختصر اختبار مصلي,dictionaries_master
G'F. U. O. (fever of undetermined origin),مختصر حمى مجهولة,dictionaries_master
G*areola mammae NA (areola of mammary gland),هالة حلمة الثدي,dictionaries_master
G+hilus of lymph node (hilus nodi lymphatici),نقير العقدة,dictionaries_master
H%F. M. C (foundation for medical care),مختصر مؤسسة الرعاية,dictionaries_master
H%artery of bulb of vestibule of vagina,شريان بصلة الدهليز,dictionaries_master
H-external axis of eye (axis bulbi externus NA),محور المقلة,dictionaries_master
"I,sesamoid bones of hand (os sesamoidea manus)",عظام اليد,dictionaries_master
I/phalangeal bones of hand (ossa digitorum manus),عظام سلاميات,dictionaries_master
I0base de l'encéphale (facies inferior cerebri NA),ظاهر قاعدة,dictionaries_master
J(cornu uteri NA (dextrum et sinistrum NA),قرنا الرحم الأيمن,dictionaries_master
J/phalangeal bones of foot (ossa digitorum pedis),عظام سلاميات,dictionaries_master
K0quadrate lobe of liver (lobus quadratus hepatis),الفص المربعي,dictionaries_master
L fixator muscle of base of stap,العضلة المثبتة لقاعدة العظم,dictionaries_master
L short flexor muscle of great toe,العضلة القصيرة المثنية لإبهام,dictionaries_master
L.sesamoid bones of foot (ossa sesamoidea pedis),عظام القدم,dictionaries_master
L/triangular bone of tarsus (os triquetrum tarsi),العظم المثلثي,dictionaries_master
Lobstein'sganglio-Loc.dol.,مختصر في مَوضِعِ الأَلَم,dictionaries_master
M/fibrous tunic of liver (tunica fibrosa hepatis),الغلالة الليفية,dictionaries_master
M8conjunctiva (membrane covering internal part of eyelid),مُلْتَحَمَة,dictionaries_master
N/fibrous tunic of eyeball (tunica fibrosa bulbi),الغلالة الليفية,dictionaries_master
N1broad ligament of uterus (ligamentum latum uteri),الرباط العريض,dictionaries_master
N1knee of internal capsule (genu capsulae internae),ركبة المحفظة,dictionaries_master
O)hiatus of canal for lesser petrosal nerve,فرجة قناة العصب الصخري,dictionaries_master
Lee's ganglion (cervical ganglion of the uterus),عقدة لي عقدة عنق,dictionaries_master
O0vaginal coat of testis (tunica vaginalis testis),الغلالة الغمدية,dictionaries_master
P*hiatus of canal for greater petrosal nerve,فرجة قناة العصب الصخري,dictionaries_master
Busquet's disease (exostosis of dorsum of foot),داء بوسكيه عرن ظهر,dictionaries_master
Plasma c.,خلية مصورية (,dictionaries_master
Q(sulcus of sigmoid sinus of temporal bone,تلم الجيب السيني في العظم,dictionaries_master
Q*sulcus of tendon of peroneus longus muscle,تلم وتر العضلة الشظوية,dictionaries_master
Q+medial lamina of cartilage of auditory tube,الصفيحة الإنسية لغضروف,dictionaries_master
Q.avascular necrosis of the femoral head (AVNFH),نخر لاوعائي لرأس عظم,dictionaries_master
Valpa Whol Bod Range o Motio Test,اختبار فالبار لمجال حركة كامل,dictionaries_master
R(sulcus of sigmoid sinus of parietal bone,تلم الجيب السيني في العظم,dictionaries_master
"R,lateral lamina of cartilage of auditory tube",الصفيحة الوحشية لغضروف,dictionaries_master
Hartmann's pouch (ampulla of the gall bladder),جيبة هارتمان أمبولة,dictionaries_master
R.inner angle of eye (angulus oculi medialis NA),الزاوية الإنسية للعين,dictionaries_master
R5anterior pole of eyeball (polus anterior bulbi oculi),القطب الأمامي,dictionaries_master
S)lenticular bone of hand (os pisiforme NA),العظم العدسي في اليد العظم,dictionaries_master
S)sulcus of sigmoid sinus of occipital bone,تلم الجيب السيني في العظم,dictionaries_master
S3wasserhelle cells (clear cell of parathyroid gland),خلايا صافية في,dictionaries_master
S6central tendon of perineum (centrum tendineum perinei),الوتر المركزي,dictionaries_master
S:infundibulum of uterine tube (infundibulum tubae uterinae),قمع البوق,dictionaries_master
Spinal p.,شلل,dictionaries_master
Symptom c.,متلازمة ( معقد,dictionaries_master
T8fibrous appendage of liver (appendix fibrosa hepatis NA),زائدة الكبد,dictionaries_master
Tdextromrthorphan 10mg+guaifenesin 100mg+paracetamol 250mg+pdeudoephedrine 30mg / cap,التركيب: dextromrthorphan 10mg+guaifenesin 100mg+paracetamol 250mg+pdeudoephedrine 30mg / cap الدواء: DopraneFlu العبوة: 20 soft-cap معمل: اوبري عموم: 65,dictionaries_master
Valpa Whol Bod Range o Motion test,اختبار مجال حركة كامل الجسم بحسب,dictionaries_master
U*common sheath of testis and spermatic cord,الغمد المشترك للخصية والحبل,dictionaries_master
U6tunica serosa ventriculi NA (tunica NA serosa gastris),الغلالة المصلية,dictionaries_master
U<infundibulum of fallopian tube (infundibulum tubae uterinae),قمع البوق,dictionaries_master
V+wings o Ingrassia (wings of sphenoid bone),أجنحة إينغراساس أجنحة العظم,dictionaries_master
V-external coat of capsule of graafian follicle,الغلالة الظاهرة لمحفظة جريب,dictionaries_master
V-internal coat of capsule of graafian follicle,الغلالة الغائرة لمحفظة جريب,dictionaries_master
V2aquatic cardiac evaluation and testing ACET system,تقييم القلب المائي,dictionaries_master
V8vena ventriculi lateralis medialis (vena medialis artii),الوريد الأذيني,dictionaries_master
V;qatayif (pancakes stuffed with nuts and drenched in syrup),قَطائِف ; قَطايِف,dictionaries_master
V>extensor retinaculum of hand (retinaculum extensorum manus NA),قيد باسطات,dictionaries_master
W-artery o Zinn (arteria centralis retinae NA),شريان زين الشريان المركزي,dictionaries_master
W8curvatura ventriculi major NA (curvatura gastrica major),الانحناء الكبير,dictionaries_master
W8curvatura ventriculi minor NA (curvatura gastrica minor),الانحناء الصغير,dictionaries_master
W9paries anterior ventriculi NA (paries anterior gastricus),الجدار الأمامي,dictionaries_master
X8arteria princeps pollicis NA (principle artery of thumb),الشريان الرئيسي,dictionaries_master
X:left coronary artery of heart (arteria coronaria sinistra),الشريان التاجي,dictionaries_master
X:vena ventriculi lateralis lateralis (vena lateralis atrii),الوريد الأذيني,dictionaries_master
X;paries posterior ventriculi NA (paries posterior gastricus),الجدار الخلفي,dictionaries_master
Y+cuneiform bone of carpus (os triquetrum NA),العظم الإسفيني في الرسغ العظم,dictionaries_master
Lassar's plain zinc paste (zinc oxide paste),معجون لاسار الزنكي معجون أكسيد,dictionaries_master
"Y,common sheath of tendons of peroneal muscl",الغمد المشترك لأوتار العضلات,dictionaries_master
Y-fibrous capsule of corpora cavernosa of pen,المحفظة الليفية للجسم الكهفي,dictionaries_master
Y.posterior process of cartilage of nasal septum,الناتئ الخلفي لغضروف الحجاب,dictionaries_master
America Society fo Testing o Materials (ASTM),الجمعية الأمريكية لاختبار,dictionaries_master
"Z,visceral layer of tunica vaginalis of test",الطبقة الحشوية للغلالة الغمدية,dictionaries_master
Z-anterior lingual glands (o Blandin an Nuhn),الغدد اللسانية الأمامية لبلاندن,dictionaries_master
Z-taenia of third ventricle (taenia thalami NA),شريطة البطين الثالث الشريطة,dictionaries_master
Hamman's disease (interstitial emphysema of the lung),داء هامان نفاخ الرئة,dictionaries_master
Z5condyle of metacarpal bone (caput ossis metacarpalis),لقمة عظم السنع رأس عظم,dictionaries_master
Z<right coronary artery of heart (arteria coronaria dextra NA),الشريان التاجي,dictionaries_master
a+common palmar digital nerves of ulnar nerve,الأعصاب الأصلية الراحية الإصبعية للعصب,dictionaries_master
Kupffer cell sarcoma (angiosarcoma of the liver),ساركومة خلايا كوبفر ساركومة وعائية,dictionaries_master
plantar tendinous sheath of long peroneal muscle,غمد الوتر الأخمصي للعضلة الشظوية,dictionaries_master
sheath of plantar tendon of long peroneal muscle,غمد الوتر الأخمصي للعضلة الشظوية,dictionaries_master
Hudso-Stahli line (®pigmented line of the cornea),خط هدسون شتالي الخط المنصبغ في,dictionaries_master
sulcus of inferior petrosal sinus of occipital bone,تلم الجيب الصخري السفلي للعظم,dictionaries_master
sulcus of superior sagittal sinus of occipital bone,تلم الجيب السهمي العلوي للعظم,dictionaries_master
malignant jaundice (acute yellow atrophy of the liver),يرقان خبيث ضمور الكبد الأصفر,dictionaries_master
dorsal ligaments of wrist (retinaculum extensorum manus),أربطة ظهر المعصم قيد باسطات,dictionaries_master
medica Examination an Diagnosti Codin System (MEDICS),نظام ترميز الفحص والتشخيص,dictionaries_master
anteriors±2anterior angle of petrous portion of temporal bone,الزاوِيَةُ الأَمامِيَّةُ للجُزْءِ الصَّخْرِيُّ مِنَ العَظْمِ الصُّدْغِيّ,dictionaries_master
aortic a.,رتق,dictionaries_master
aortic r.,قلس,dictionaries_master
articularfossa of temporal bonet articular fovea of temporal bone,النُّقْرَةُ المَفْصِلِيَّةُ للعَظْمِ الصُّدْغِيّ,dictionaries_master
articularfoveae for rib cartilagesdarticular ligament of vertebrae,الرِّباطُ المَفْصِلِيُّ الفَقَرِيّ,dictionaries_master
articular!fossa of odontoid process of axiss articular fossa of temporal bone,الحُفْرَةُ المَفْصِلِيَّةُ للعَظْمِ الصُّدْغِيّ,dictionaries_master
atrial t.,تسرع القلب,dictionaries_master
b+palmar proper digital nerves of ulnar nerve,الأعصاب الراحية المخصوصة الإصبعية للعصب,dictionaries_master
b/cerebral layer of retina (pars nervosa retinae),الطبقة المخية للشبكية الجزء العصبي,dictionaries_master
b/steel rule of thirds for spinal cord free space,قاعدة ستيل لأثلاث الحيز الحر بالجبل,dictionaries_master
musculus levator labii superioris alaeque nasi NA,العضلة الرافعة للشفة العلوية وجناح,dictionaries_master
pars anularis vaginae fibrosae digitorum manus NA,الجزء الحلقي للأغمدة الليفية لأصابع,dictionaries_master
diphtheria and tetanus toxoids and pertussis vaccine,لقاح الشاهوق مع ذوفان الكزاز و,dictionaries_master
Clarke's column of spinal cord (nucleus thoracicus NA),عمود كلارك في النخاع النواة,dictionaries_master
appendix of ventricle of larynx (sacculus laryngis NA),زائدة البطين الحنجري الكييس,dictionaries_master
b:milk sick (poisoning by roots o Eupatorium urticaefolium),داء اللبن التسمم بجذور,dictionaries_master
benign t.,ورم,dictionaries_master
bipolar l.,اتجاه ذو,dictionaries_master
bloody t.,بزل,dictionaries_master
"c,common palmar digital nerves of median nerve",الأعصاب الراحية الأصلية الإصبعية للعصب,dictionaries_master
c/internal crus of greater alar cartilage of nose,الساق الغائرة للغضروف الجناحي الأنفي,dictionaries_master
c/obtuse margin of spleen (margo inferior lienis),الحافة الكليلة للطحال الحافة السفلية,dictionaries_master
proper articular artery of little head of fibula,الشريان المفصلي المخصوص برأس الشظية,dictionaries_master
ramus septi nasi arteriae labialis superioris NA,الفرع الحاجزي الأنفي للشريان الشفوي,dictionaries_master
Jones an Cantarow test (urea concentration test),اختبار جونس وكانتارو اختبار تركيز,dictionaries_master
arcuate line of sheath of rectus abdominis muscle,الخط المقوس لغمد العضلة المستقيمة,dictionaries_master
pars anularis vaginae fibrosae digitorum pedis NA,الجزء الحلقي للأغمدة الليفية لأصابع,dictionaries_master
pars annularis vaginae fibrosae digitorum manus NA,الجزء الحلقي للاغمدة الليفية لأصابع,dictionaries_master
tabular part of occipital bone (squama occipitalis),الجزء اللوحي للعظم القذالي صدفة,dictionaries_master
hamular process of lacrimal bone (hamulus lacrimalis),الناتئ الشصي للعظم الدمعي الشص,dictionaries_master
middle lobe of cerebellum (®lobus caudalis cerebelli),الفص الأوسط للمخيخ الفص الذنبي,dictionaries_master
synovial ligament of hip (®ligamentum capitis femoris),الرباط الزليلي للورك رباط رأس,dictionaries_master
termini situm et directionem partium corporis indicant,مصطلحات مواضع واتجاهات أقسام,dictionaries_master
theca medullare spinalis (dura mater of the spinal cord),القراب النخاعي الأم الجافية,dictionaries_master
c:fasciculus o Goll (fasciculus gracilis medullae spinalis),حزمة غول الحزمة الرشيقة,dictionaries_master
chromosome(m.b.,مختصر يُمْزَجْ جِيِّدا [صيدلة],dictionaries_master
chronic a.,التهاب المفصل,dictionaries_master
chronic b.,التهاب القصبات,dictionaries_master
chronic n.,التهاب الكلوة,dictionaries_master
chronic t.,التهاب الدرقية,dictionaries_master
condyloidfossa of mandibler condyloid fossa of temporal bone,الحُفْرَةُ اللُّقْمِيَّةُ للعَظْمِ الصُّدْغِيّ,dictionaries_master
connective tissue sheath o Key an Retzius]connective-tissue tumor,وَرَمُ النَّسيجِ الضَّامّ,dictionaries_master
culture m.,منابت ،,dictionaries_master
cutaneousT-cell lymphomacutaneou Tcellt!cutaneous opening of male urethra,الفُتْحَةُ الجِلْدِيَّةُ للإِحْليل الذَّكَرِيّ,dictionaries_master
d(DEGREE â Scope of an action or charge.,ط¯ط±ط¬ط© â€“ ط­ط¬ظ… ط§ظ„ظ‚ط¶ظٹط© ط£ظˆ ط§ظ„طھظ‡ظ…ط©.,dictionaries_master
"d,palmar proper digital nerves of median nerve",الأعصاب الراحية المخصوصة الإصبعية للعصب,dictionaries_master
"d.measles, mumps and rubella virus vaccine, live",لقاح فيروسات النكاف و الحصبة و الحميراء,dictionaries_master
Steel rule of thirds for spinal cord free space,قاعدة ستيل للمثلثات في حيز الحبل الشوكي,dictionaries_master
d/convex margin of testis (margo anterior testis),الحافة المحدبة للخصية الحافة الأمامية,dictionaries_master
crenate margin of spleen (margo superior lienis),الحافة المفرضة للطحال الحافة العلوية,dictionaries_master
humeral head of flexor digitorum sublimis muscle,الرأس العضدي للعضلة السطحية المثنية,dictionaries_master
posterior surgical exposure of sacrum and coccyx,الكشف (التعرض) الجراحي الخلفي للعجز,dictionaries_master
arterial vein o Soemmering (vena portae hepatis),الوريد الشرياني المنسوب لسومرنغ وريد,dictionaries_master
pars annularis vaginae fibrosae digitorum pedis NA,الجزء الحلقي للاغمدة الليفية لأصابع,dictionaries_master
diphtheria and tetanus toxoids and pertussis vaccine,ذوفانات الخناق و الكزاز مع لقاح,dictionaries_master
mucous sheath of tendon (vagina synovialis tendinis),الغمد المخاطي للوتر الغمد الزليلي,dictionaries_master
squamous part of occipital bone (squama occipitalis),الجزء الصدفي للعظم القذالي صدفة,dictionaries_master
stratum circulare tunicae muscularis tubae uterinae NA,الطبقة الدائرية للغلالة العضلية,dictionaries_master
uncinate process of lacrimal bone (hamulus lacrimalis),الناتئ الشصي للعظم الدمعي الشص,dictionaries_master
ventricle of cord (canalis centralis medullae spinalis),البطين الحبلي القناة المركزية,dictionaries_master
glenoid lip of articulation of hip (®labrum acetabulare),الشفة الحقية للمفصل الوركي شفا,dictionaries_master
d:caudal ligament of common integument (retinaculum caudale),الرباط الذنبي الجلدي القيد,dictionaries_master
Acerebral yokes of bone of cranium (juga cerebralis ossium cranii),الملاحم المخية لعظام,dictionaries_master
descendinglamina of sphenoid boneh!descending processes of vertebrae,النَّواتِئُ النَّازِلَةُ للفِقْ,dictionaries_master
e/collateral palmar digital nerves of ulnar nerve,الأعصاب الرادفة الراحية الإصبعية للعصب,dictionaries_master
optic foramen of sphenoid bone (canalis opticus),الثقبة البصرية للعظم الوتدي نفق العصب,dictionaries_master
little head of metatarsal bone (caput metatarsale),الرأس الصغير للعظم المشطي رأس العظم,dictionaries_master
Macewen's triangle (mastoid fossa of temporal bone),مثلث ميسيوين الحفرة الخشائية للعظم,dictionaries_master
posterior angle of petrous portion of temporal bone,الزاوية الخلفية للقسم الصخري للعظم,dictionaries_master
caecus minor ventriculi (pars cardiaca ventriculi NA),الأعور الصغير للمعدة جزء المعدة,dictionaries_master
spinal crest o Rauber (processus spinosus vertebrarum),عرف راوبه الشوكي الناتئ الشوكي,dictionaries_master
column o Burdach (fasciculus cuneatus medullae spinalis),عمود بورداخ الحزمة الإسفينية,dictionaries_master
e:round ligament of acetabulum (®ligamentum capitis femoris),الرباط المدور للحق رباط رأس,dictionaries_master
f+long head of triceps extensor cubiti muscle,الرأس الطويل للعضلة الثلاثية الرؤوس الباسطة,dictionaries_master
f-tendon sheaths of long flexor muscles of to,أغماد أوتار العضلات الطويلة المثنية لأصابع,dictionaries_master
f/proper coat of testis (tunica albuginea testis),الغلالة المخصوصة للخصية الغلالة البيضاء,dictionaries_master
cristate margin of spleen (margo superior splenis),الحافة العرفية للطحال الحافة العلوية,dictionaries_master
