en,ar,source,type,section,confidence,hash
G$sulcus medianus ventriculi quarti NA,التلم الناصف للبطين,dictionaries_master,term,,high,afbab8caff6869ae8c89b9bd91c1dd45
G$tissue-equivalent ionization chamber,غرفة التأين المكافىء,dictionaries_master,term,,high,b72ffd27f33a120a05f298b71ff625b8
G$transverse diameter of pelvic outlet,القطر المستعرض لمخرج,dictionaries_master,term,,high,49c99f87a23bcf5546a9b41e8511c8a6
Biermer's disease (pernicious anemia),داء بيرمر فقر الدم,dictionaries_master,term,,high,6865c0243b26a9d5046374e208ae67f8
Japanese farcy (lymphatic epizootica),الرعام الياباني سواف,dictionaries_master,term,,high,8fb15240675421910b1ba478717d6e16
Lewis' phenomenon (hydrophagocytosis),ظاهرة لويس بلعمة,dictionaries_master,term,,high,977b0de9c50ef4ddae0f8b7e70e85fef
Reichstein's substanc Fa (cortisone),مادة رايخشتاين,dictionaries_master,term,,high,cccdd972a67c4108207d50b6fb319a1f
G%aerobullosis (decompression sickness),تفقع الدم داء تخفيف,dictionaries_master,term,,high,09d4ddfe4091645b12e6f5f754d4c05c
G%chronic obstructive pulmonary disease,الداء الرئوي المسد,dictionaries_master,term,,high,972d374d3673a3c7d78378befa81d52a
G%convulsive state (status epilepticus),حالة صرعية حالة صرع,dictionaries_master,term,,high,9e26109e2ec72e25260c8a6a25ae9bbd
G%delayed menarche (primary amenorrhea),تأخر بدء الإحاضة ضهى,dictionaries_master,term,,high,e178ce0dd29a0df0ca7a3d0f90891526
G%facies articularis capitis fibulae NA,الوجه المفصلي لرأس,dictionaries_master,term,,high,8f7c5302b13e0cb62fa9564774f47b7e
G%freely movable joint (synovial joint),مفصل حر الحركة مفصل,dictionaries_master,term,,high,5a2da1081bd302265d0d8aa479f491ca
G%hereditary enamel hypo-mineralization,نقص تمعدن الميناء,dictionaries_master,term,,high,0f4995c2c4d0571d315045badeecccb4
G%hereditary methemoglobinemic cyanos,زراق وراثي,dictionaries_master,term,,high,6acc754dccbd3530078669ce08ef531f
G%hydroa estivale (hydroa vacciniforme),حصاف صيفي حصاف وقسي,dictionaries_master,term,,high,e80c008e91813479034c2c2bd796658c
G%inherited immunity (natural immunity),مناعة موروثة مناعة,dictionaries_master,term,,high,8f45be50e694f94eb7f939542857e5fc
G%juvenile paralysis (juvenile paresis),الشلل اليفعي الخزل,dictionaries_master,term,,high,6570ee606177ea58d60d7f6ac9d95d88
G%lateral bursa of gastrocnemius muscle,الجراب الوحشي لعضلة,dictionaries_master,term,,high,efcaa88984dcba240340891fe25e9470
G%ligamentum capitis costae radiatum NA,الرباط المتشعع لرأس,dictionaries_master,term,,high,f51a38b95947a43b7fa725abf36f0d6b
G%meibomian glands (glandulae tarsales),الغدد الميبومية غدد,dictionaries_master,term,,high,8c330bf7b0b865fd3e62a8eec005eb59
G%metatarsophalangeal joint dislocation,خلع المفصل المشطي,dictionaries_master,term,,high,cf46ed916d68e1570d42ae42a048794c
G%proximal interphalangeal joint (PIPJ),مفصل بين السلاميات,dictionaries_master,term,,high,eb1f08e5101e0397dcfd600b44df51b9
G%sulcus of tendons of peroneus muscl,تلم أوتار العضلات,dictionaries_master,term,,high,7ba9114a64ca1e4491b25b95747ba4c9
Hutchinso-Boeck disease (sarcoidosis),داء هتشنسونبيك,dictionaries_master,term,,high,1d38925bb3bd7d7a664561d86570f8fd
Rot's disease (meralgia paraesthetica),داء روت ألم الفخذ,dictionaries_master,term,,high,c92fb65c40e9a1911ff99f86232d8109
G&S. T. S. (serologic test for syphilis),مختصر اختبار مصلي,dictionaries_master,sentence,,high,a70b7a87bfd9197e2951540327f8bb0e
G&ball-and-socket trochanteric osteotomy,قطع العظم المدوري,dictionaries_master,term,,high,4a3ead5c151906d63594b1b2bd3cfd63
G&epitheliosis desquamativa conjunctivae,تكاثر ظهاري ملتحمي,dictionaries_master,term,,high,7fd27cc19f7b10018cbd8cd46b120c09
G&fourchette (frenulum labiorum pudendi),عويكشة لجام الشفر,dictionaries_master,term,,high,791abb938e7cbe95ec3db50b98f6e5e1
G&maladie bleue (cyanotic heart disease),داء زراقي داء قلبي,dictionaries_master,term,,high,61334a749f9db4421c7a9b7158940ff2
G'F. U. O. (fever of undetermined origin),مختصر حمى مجهولة,dictionaries_master,sentence,,high,280a02dd4423b83be12a9b0f479f16cb
Malassez's disease (cyst of the testis),داء مالاسيه كيسة,dictionaries_master,term,,high,cd3d289b767e5dead1c87af06373fe23
More-Kraepelin disease (schizophrenia),داء موريلكريبلين,dictionaries_master,term,,high,ee40abcbc46bb5aa11820202f69da10d
G'anteprostate (glandula bulbourethralis),الغدة البصلية,dictionaries_master,term,,high,c9727c713f9c3d0e8ee639c77a72a61f
G'cavernous tumor (hemangioma cavernosum),ورم كهفي ورم وعائي,dictionaries_master,term,,high,6ceb29c99e7c2589bf034a1b9c94f576
G'compound muscle action potential (CMAP),جهد الفعل العضلي,dictionaries_master,term,,high,58e6c7019dbb066ac7d3879da74d73d5
G'familial myoplegia (periodic paralysis),شلل عضلي عائلي شلل,dictionaries_master,term,,high,13326b025158467ffa6246905704dbcd
G'funiculus dorsalis medullae spinalis NA,الحبلة الظهرانية,dictionaries_master,term,,high,479f38caff5f3743dbe2e06da4cdbebf
G'orthotopic transplant (allogenic graft),طعم سوي الموضع طعم,dictionaries_master,term,,high,73053e3a1fcb65b82e01f2e4463a32fa
G'passive transfer (passive immunization),نقل لافاعل تمنيع,dictionaries_master,term,,high,6640b0f6be9d7a5f08f41544e5a651e9
G'propancreatitis (purulent pancreatitis),التهاب البنكرياس,dictionaries_master,term,,high,4ae4bc8f870256586497fba8fe36cfe8
Maunoir's hydrocele (cervical hydrocele),أدرة مونوار أدرة,dictionaries_master,term,,high,7017ac275d27fa2d9a06adff4da0a22f
G(alveolar phagocyte (alveolar macrophage),بلعمية سنخية بلعم,dictionaries_master,term,,high,d92de0c3a4a939325d9ff7a1dcc08252
"G(amyotrophic lateral sclerosis (ALS, AML)",التصلب الجانبي,dictionaries_master,term,,high,176a5b95a5d01639c647dfb969beac00
G(anterior staphyloma (corneal staphyloma),عنبة أمامية عنبة,dictionaries_master,term,,high,38639d447f1c0d2f3285c91a1bd6b639
G(febrile psychosis (exhaustion psychosis),ذهان حموي ذهان,dictionaries_master,term,,high,7e3849523aba397b44de2ae1e5a49abd
G(glands o Haller (glandulae preputiales),غدد هالر الغدد,dictionaries_master,term,,high,cc60f99bf333194d3e31096d08b2b784
G)alternating insanity (circular psychosis),جنون متناوب ذهان,dictionaries_master,term,,high,ba800e8fafac538920f26c1f26a8843b
G)commissura posterior medullae spinalis NA,الصوار الخلفي,dictionaries_master,term,,high,1e848a7d3b1ae1ec49be16b7cf467c44
G)dermatitis skiagraphica (radiodermatitis),التهاب الجلد,dictionaries_master,term,,high,cecb9751250955d599128adb818c699c
G)entocuneiform bone (os cuneiform mediale),العظم الإسفيني,dictionaries_master,term,,high,2362fdd4851ba6bde293b5cc58a33e83
G)ossifying cartilage (temporary cartilage),غضروف معظم غضروف,dictionaries_master,term,,high,17101088f574b1af4b797136f86dffca
G)procoelia (ventriculus lateralis cerebri),البطين الجانبي,dictionaries_master,term,,high,99aab6931d1ef4fe3d4762d158cd33ae
G)tissue respiration (internal respiration),تنفس نسيجي تنفس,dictionaries_master,term,,high,50c1d62084f4a8fcb31ef7a6f0654f4e
G*areola mammae NA (areola of mammary gland),هالة حلمة الثدي,dictionaries_master,sentence,,high,ba969ad50b1866c9b36f073bbf8e1655
G*complete hysterectomy (total hysterectomy),استئصال الرحم,dictionaries_master,term,,high,4bee373374cf696ebb5dc587fc749b93
"G*congenital pseudarthrosis, pseudoarthros",الفصال الكاذب,dictionaries_master,term,,high,22ea9772f702c9c04414cd168eebace2
"G*documented pseudarthrosis, pseudoarthros",الفصال الكاذب,dictionaries_master,term,,high,da5416ba12c7949113aeeb582a858261
G*phimosis vaginalis (atresia of the vagina),شبم مهبلي رتق,dictionaries_master,term,,high,81024562b035082b9b763b027a8b0649
Hunter's gubernaculum (gubernaculum testis),رسن هنتر رسن,dictionaries_master,term,,high,90785d731b442121f6580fed42a53bf3
G+circumferentia articularis capitis ulnae NA,كفاف مفصل رأس,dictionaries_master,term,,high,d30833b99a7189ddc24a1cbd905f30cf
G+hilus of lymph node (hilus nodi lymphatici),نقير العقدة,dictionaries_master,sentence,,high,963de2647fff2fa0f4452fdad0781771
G+pyogenic salpingitis (purulent salpingitis),التهاب البوق,dictionaries_master,term,,high,d4497adb94d0865823e270d6ef49d6a4
G+tuberculosis cutis follicularis disseminata,سل جلدي جريبي,dictionaries_master,term,,high,fa0f386bd3b992d14b0ae3b955cf5106
G-subphrenic abscess (subdiaphragmatic abscess),الخراج تحت,dictionaries_master,term,,high,a0feb5239d4844b0d737ae0693d16c95
G.intercostal neuropathy (intercostal neuralgia),اعتلال عصبي,dictionaries_master,term,,high,8fa6fb1d6aba1a5616e1e1016acfa4af
Garciniasg Gardine-Brown test,اخْتِبارُ غاردينَر - براون (للقدرة السمعية باستخدام الرنانة),dictionaries_master,term,,high,2cc6f3cf4ea3cc5af89c5f20e9e1f98e
Garciniasp Gardine-Brown test,اخْتِبارُ غاردينَر - براون (للقدرة السمعية باستخدام الرنانة),dictionaries_master,term,,high,775bc12b2d043327743a84b5abdaf711
Garciniasu Gardine-Brown test,اخْتِبارُ غاردينَر - براون (للقدرة السمعية باستخدام الرنانة),dictionaries_master,term,,high,a6edb007bfe0dcc3f7f5ff93e385faf5
Goldsteins Goldstei-Scheerer test,اخْتِبارُ غولد شتاين شكيرر (لتحري الأذيات الدماغية),dictionaries_master,term,,high,2d25f228dfeb54baaf4c854980cb17af
Goldsteinx Goldstei-Scheerer test,اخْتِبارُ غولد شتاين شكيرر (لتحري الأذيات الدماغية),dictionaries_master,term,,high,47ebd03e1193563f38450e8805ad0153
Gonyaulaxs Goodenough draw-a- person test,اخْتِبارُ غود إيناف لِرَسْمِ شَخْص (لفحص القدرة العقلية عند الطفل),dictionaries_master,term,,high,5db3c51f6ee06847d54c233a625151d4
Goodenoughdraw-a- person test Goodenough draw;Goormaghtigh cel,خَلاَيا غُورْ,dictionaries_master,term,,high,7aa0d34dbe7082204b921710ed4333b4
Romberg test,اختبار رومبيرج (للتمييز بين الرنح المركزي والمحيطي),dictionaries_master,term,,high,19e7441856ab96589f1bccbf90c5b806
Szabo's test,اختبار سابو لقياس حمض الهيدروكلوريك في عصارة,dictionaries_master,term,,high,9df397ff9a66266dac981ca5837e6cc7
Kaposi sarcoma,ساركومة كابوزي (الساركومة النزفية المجهولة السبب),dictionaries_master,term,,high,a81b53d8a7a193b1673eb2cabb94f106
Hheel-knee test,اختبار العقبالركبة لتحري القدرة على تنسيق,dictionaries_master,term,,high,acb29595f2134da0f81c55be7aae517d
Herzberg's test,اختبار هيرتزبرغ لكشف حمض الهيدروكلوريك في,dictionaries_master,term,,high,c76e9b07a5e703d09bd8dd063cf18034
autonephrectomy,استئصال الكلوة الذاتي بطلان عمل الكلية بسبب,dictionaries_master,term,,high,748e285c0defd3cc3d83a5744ddeb6b6
Hmethyl red test,اختبار حمرة الميثيل للتفريق بين الجراثيم,dictionaries_master,term,,high,e9b40f785b93b14f5a8bb1fcf6c81809
Hthree-glass test,اختبار الأقداح الثلاثة لكشف مصدر البيلة,dictionaries_master,term,,high,108482503cc33bb37522b1f318375439
Mendelsohn's test,اختبار مندلسون لكفاءة الوظيفة القلبية,dictionaries_master,term,,high,d7901375f2cf5278ef87c92d9c04ff96
Hcat's eye syndrome,متلازمة عين القط ثلمة عينية قزحية مع رتق,dictionaries_master,term,,high,28f37b3a8375379a93569a0acb0c39bf
Hheat and acid test,اختبار الحرارة و الحمض لكشف البروتين في,dictionaries_master,term,,high,3e1cfc7643ff1a7988d23f81cecfd67a
Rankine thermometer,مقياس الحرارة الرانكيني يعتمد على سلم,dictionaries_master,term,,high,684867959feb37a70976dc44aa4fa44a
Hdehydrocholate test,اختبار الديهيدروكولات لتحديد سرعة جريان,dictionaries_master,term,,high,62e0171ccd3b808dd026d68e0946fff4
Hparacorporeal heart,قلب مجاور للجسم قلب اصطناعي يحمل بجانب,dictionaries_master,term,,high,7a21665f87d61e721e94f4e8239f11d7
Hines an Brown test,اختبار هاينز وبراون اختبار رفع الضغط,dictionaries_master,term,,high,68603c1d47ac91dff4cd2bc404489b4e
Tuttle's proctoscope,منظار المستقيم التتلي منظار المستقيم,dictionaries_master,term,,high,57ee3bda5bf59447738ff44d80bb343f
HTSRH eyebolt spreader,فارشة بعروة بحسب (مستشفى تكساس سكوتش رايت),dictionaries_master,term,,high,155c9abd51fb950fd24dd7e027d759bc
Hmitoses [sing.mitosis],انقسامات فتيلية تفتلات فانقسام فتيلي,dictionaries_master,term,,high,5bacac8b40aceae799ad568e8d1e0e6c
Bromsulfophthalein test,اختبار البروم سلفثالئين لفحص وظيفة,dictionaries_master,term,,high,9e388c8244e5867236a238ecc065e5cc
HFalk an Tedesco's test,اختبار فوك وتيديسكو لتحري التهاب,dictionaries_master,term,,high,5dbab63da2b5c18d12d2c6a26ca10c79
Hantibody absorption test,اختبار امتصاص الضد لتحري وجود,dictionaries_master,term,,high,ceb529d08cc035720cda3c7cb32abdb9
Hmetabolic encephalopathy,اعتلال دماغي استقلابي اعتلال دماغي,dictionaries_master,term,,high,b61a9216d7f24a8df5d561d20a3ed72d
Hmonocyte-leukocyte index,منسب الوحيدات إلى مجموع الكريات,dictionaries_master,term,,high,c237dd669a439399ec8fd926e9119927
Hsheep fever (heartwater),حمى الغنم داء الوذمة القلبية في,dictionaries_master,term,,high,d17bde01a511d2cad0b0fc4e93334f7d
Hbancroftosis (filariasis),داء الفخرية البنكروفتية داء,dictionaries_master,term,,high,0dbd7d4e6570cc9df21718a5b847de31
Hblister beetle dermatit,التهاب الجلد الناجم عن الخنافس,dictionaries_master,term,,high,498b7c58c37d4108d662844b9593e942
Hhypochlorite-orcinol test,اختبار الهيبوكلوريتأورسينول,dictionaries_master,term,,high,1719996ad7d943be2b4a0cde40148471
Hrenovascular hypertension,فرط ضغط الدم الناجم عن الأوعية,dictionaries_master,term,,high,e7da354437203a3e229a0f433b954c0f
Hrheumatoid arthritis (RA),التهاب المفاصل الروماتوئيدي (الرثواني),dictionaries_master,term,,high,3ae2e8a6b02790a2f6e68b8658e20966
Htricyclic antidepressan,مضادات الاكتئاب الثلاثية الحلقات,dictionaries_master,term,,high,76627742c5766a0040595dd3bccef30e
ureterotrigonoenterostomy,مفاغرة المثلث المثاني والحالب,dictionaries_master,term,,high,f33f351c7b4647b570e8be42e0f48bfc
HEENT (eye-ear-nose-throat),مختصر العين و الأذن و الأنف و,dictionaries_master,term,,high,e4b80a02b5d67562c4ccd65b3dae24e2
Recklinghausen's tonometer,مقياس ريكلنغهاوزن لتوتر الدم,dictionaries_master,term,,high,9077ded63a8ace2613346ce9a4f326fa
Harteriosclerotic nephrit,التهاب الكلية الناجم عن تصلب,dictionaries_master,term,,high,c806f13a6565796403af163eb76c9978
Harthroscopic laser surgery,جراحة التنظير المفصلي باستخدام,dictionaries_master,term,,high,b3f1ebb1e95f7fe32b45abb996c479a5
Hmethylphenylhydrazine test,اختبار الميثيل فنيل هيدرازين,dictionaries_master,term,,high,af018db313f17b9e71ef883791fbead3
Hsternocleidomastoid artery,شريان العضلة القصية الترقوية,dictionaries_master,term,,high,1e34fc43d85e5606ffae26f041f3af25
Moore osteotomy-osteoclas,عملية قطع العظم - نقض العظم بحسب,dictionaries_master,term,,high,2f5290205148338c0776ad622d41117a
Murchiso-Pe-Ebstein fever,حمى مورشيسونبيلابشتين حمى داء,dictionaries_master,term,,high,2e4ef349afe371428104590eaebbc830
Hacetaminophen (paracetamol),أسيتامينوفين دواء مسكن وخافض,dictionaries_master,term,,high,5c0915f08625b3ddf90d5697f277937e
Hprimary irritant dermatit,التهاب الجلد الناجم عن المهيج,dictionaries_master,term,,high,1eb747126539d2448e8e948a37a27a76
Hproximal tibiofibular joint,مفصل الهضبة (الطبق) الظنبوبية,dictionaries_master,term,,high,c4da63cc7354c3dee75737e672533bde
Hsonoscope (ultra sonograph),مخطاط تصواتي مخطاط الأمواج فوق,dictionaries_master,term,,high,50a13d8a33c14fd77cf46117b7add37e
ureterotrigonosigmoidostomy,مفاغرة المثلث المثاني والحالب,dictionaries_master,term,,high,240695ca3758d3118574bf30111c60ee
Hlong extensor muscle of to,العضلة الباسطة الطويلة لأصابع,dictionaries_master,term,,high,9b83cc0edaa2fd032e41594c67912f76
Hmicroleukoblast (myeloblast),أرومة البيضاء الصغيرة أرومة,dictionaries_master,term,,high,cd749a17a1ee252f8e0d2c2607412561
Hosteochondritis ischiopubica,التهاب العظم والغضروف الإسكي,dictionaries_master,term,,high,5041a24dad7a659767c16bea563aacce
Hpostrabies encephalomyelit,التهاب الدماغ و النخاع التالي,dictionaries_master,term,,high,ba883044506fe03dcde7e6b6317686bc
Hpurulent otogenic meningit,التهاب السحايا القيحي الأذني,dictionaries_master,term,,high,7fcbfdaf04a077bc6d026ec6be2f2a7c
Hsynchondrosis arycorniculata,الالتحام الغضروفي الطرجهالي,dictionaries_master,term,,high,d9f8b1975fe98207ddb225a19d64e627
Hvo Zeynek an Mencki's test,اختبار فون تسينيك و مينكي لكشف,dictionaries_master,term,,high,fe05ed1bd34281095c2b41c84dffec2f
Hbail-lock knee joint orthos,مقوام مفصل الركبة ذو القفل,dictionaries_master,term,,high,029da1995f1a7bc23b8ab8206138a68a
Hdeep flexor muscle of finge,العضلة العميقة المثنية لإبهام,dictionaries_master,term,,high,7520dbe856d5a4a190a1f7bdf20324fd
Hductus lobi caudati dexter NA,القناة اليمنى للفص الذنبي في,dictionaries_master,term,,high,45ec77405ac58242e96c3de2cca8eb75
Hfacies cerebralis alae magnae,الوجه الدماغي للجناح الكبير,dictionaries_master,term,,high,4a45880d81a840effe1e34c1d4798de8
Hflexor pollicis bervis muscle,العضلة المثنية القصيرة لإبهام,dictionaries_master,term,,high,81b6bc1c0464eac2fe512954659d2e51
Hflexor pollicis longus muscle,العضلة المثنية الطويلة لإبهام,dictionaries_master,term,,high,5056ff316b3a05dfac17d97afa3ceb08
Hlong abductor muscle of thumb,العضلة الطويلة المبعدة لإبهام,dictionaries_master,term,,high,1233d458fa9c47ede693461f673c8918
Hlong extensor muscle of thumb,العضلة الباسطة الطويلة لإبهام,dictionaries_master,term,,high,fc91a72e86154d160916c385d98e1e2d
Hlymphoidocyte (hemocytoblast),خلية لمفانية أرومة الكريات,dictionaries_master,term,,high,9a4522e9ee4e295c84fec5533067a256
Hnodi lymphatici mesocolici NA,العقد اللمفية المساريقية,dictionaries_master,term,,high,647dd3e5e96e6b965061baa1451e7660
Hperiod of ventricular filling,دور امتلاء البطين في انبساطش,dictionaries_master,term,,high,03a76e5bfa630323b15e7df601a2ff70
Hreciprocal isokinetic testing,اختبارات الحرائك الإسوية,dictionaries_master,term,,high,9bb84c9ebc7b9bcad3ceb3d217010325
Hsmall cell osteogenic sarcoma,ساركومة عظمية المنشأ صغيرة,dictionaries_master,term,,high,ccf56b046702ec785575792a74b4557a
Jarit small bone-holding clamp,ملقاط مسك العظم الصغير بحسب,dictionaries_master,term,,high,ddbb21c79a697a941933526b3568fdfd
HLowe-Breck meniscectomy knife,سكين قطع الهلالة بحسب لوير -,dictionaries_master,term,,high,580c269996ffb1e6326935b9ff95a30f
Weiland iliac crest bone graft,طعم عظم العرف الحرقفي بحسب,dictionaries_master,term,,high,9bd4fefd98dd9e035e2d80f94cf54a31
Hbiplane trochanteric osteotomy,قطع العظم المدوري الثنائي,dictionaries_master,term,,high,831103aabd90524bb928153f777d9c40
Herythrogonium (promegaloblast),بذرة الحمراء سليفة الأرومة,dictionaries_master,term,,high,c36e3c111bd5aeabfab5de6180fffb57
Hlower cervical spine procedure,إجراء العمود الفقري الرقبي,dictionaries_master,term,,high,6c06420beffe2551ddd176d0cfdb33e6
Hplexus arteriae cerebri mediae,الضفيرة الشريانية المخية,dictionaries_master,term,,high,92e0b80854e59ea5af6a4ee93ffcd34d
Hquadriceps femoris muscle cast,قالب العضلة الفخذية رباعية,dictionaries_master,term,,high,16a62ca5cf780addb67cce46e6b7e054
Hsublingual ptyalocele (ranula),القيلة اللعابية تحت اللسان,dictionaries_master,term,,high,e43ae99d3c38ebc0fae7a3fe71937a4c
Hswimmers' ear (otitis externa),أذن السباحين التهاب الأذن,dictionaries_master,term,,high,ef981827bca3f433b58f9b34fb595e50
Hvalgus Y-shaped prop osteotomy,قطع العظم السنادي بالشكل Y,dictionaries_master,term,,high,a8c18212c83b0bd548ed2ed4faf2eb78
Indian berr(Cocculus indicus),سم السمك نبات من الفصيلة,dictionaries_master,term,,high,7b27b76674467ffc7f703d8deb31b1d4
Stren intraepiphyseal osteotomy,قطع العظم داخل المشاشة بحسب,dictionaries_master,term,,high,ab31fe80ea6f29ea84d9d9e7f225130a
Hanterior occipitocervical spine,الشوكة القذالية الرقبية,dictionaries_master,term,,high,c2cb4dc1e7c654a74e88bf4ac1a527b9
Harthroscopic meniscectomy (men),استئصال الهلالة عبر تنظير,dictionaries_master,term,,high,d1603c14b6c82ae9613c6c68919a1c20
Hblood glands (endocrine glands),غدد الأوعية الدموية الغدد,dictionaries_master,term,,high,de8ec56d103b723267a5327cef0edc2c
Hcholine magnesium trisalicylate,ثلاثي ساليسيلات كولين,dictionaries_master,term,,high,12d555e9bfea19d846f82dadabd2f487
Hinferior mesenteric lymph nod,العقد اللمفية المساريقية,dictionaries_master,term,,high,5457937b44a006b5c55b6ed7b325085f
Hlateral closing wedge osteotomy,قطع العظم الإسفيني المغلق,dictionaries_master,term,,high,43de29ef41188b17f4228384050b2dda
Hlateral opening wedge osteotomy,قطع العظم الإسفيني بالفتح,dictionaries_master,term,,high,8e6feda5950b703d5722478304a29de6
Hlymphoid interstitial pneumonia,التهاب رئوي خلالي لمفاوي,dictionaries_master,term,,high,930bb480b35a924caabdba74d59844f1
Hmammotropic hormone (prolactin),الهرمون الموجه للثدي,dictionaries_master,term,,high,2f664f48b8f6fee987c132581ddaf3c4
Hmeasles immune globulin (human),الغلوبولين المناعي البشري,dictionaries_master,term,,high,1093cbdd810d552f7e8dfae0305c8697
Hmyoma previum (leiomyoma uteri),ورم عضلي قصير ورم عضلي أملس,dictionaries_master,term,,high,f4820257a8eb2eb946a5e784d4676e4b
Hosteoblastic osteogenic sarcoma,ساركومة بانية العظم عظمية,dictionaries_master,term,,high,466b6b7659e0f3cd4c4e21b5a4c89d77
Hpharyngitis (pl. pharyngitides),التهاب البلعوم جالتهابات,dictionaries_master,term,,high,78d848da50fcaa970427ad1f06fce9cf
Hplasma thromboplastin component,المكون الترومبوبلاستيني,dictionaries_master,term,,high,c973fc34283af96216ef0955f05f3bf3
Hprophylactic antibiotic therapy,معالجة اتقائية بالمضادات,dictionaries_master,term,,high,be4c70cf67b41ec1b3cd55644a5be364
Hsuperior mesenteric lymph nod,العقد اللمفية المساريقية,dictionaries_master,term,,high,e7ec6b7c43985bfc7242491e1f54b12d
Agliette supracondylar osteotomy,قطع العظم فوق اللقمة بحسب,dictionaries_master,term,,high,ff7845b30435a3034993ff56c6f2bec0
Dun-Hess trochanteric osteotomy,قطع العظم المدوري بحسب دان - هس,dictionaries_master,term,,high,45b16b595cc41633dc5378723d9a99db
Hortega cells (microglial cells),خلايا هورتيغا خلايا دبقية,dictionaries_master,term,,high,730f83214c30c31e0c4b3f6642468035
Murra Valley encephalitis vir,فيروس التهاب الدماغ بوادي,dictionaries_master,term,,high,95dd852833866facef4bf84067a6658a
Smith's disease (mucous colitis),داء سميث التهاب القولون,dictionaries_master,term,,high,471b99a58b04806e39d78b7ad2d1b121
H anterior mediastinal lymph nod,العقد اللمفية المنصفية,dictionaries_master,term,,high,c87377b051cd0d07917e56f8a7a0c072
H anterior recurrent tibial artery,الشريان الظنبوبي الراجع,dictionaries_master,term,,high,c94a7c530650afd2bbbf388b19460363
H chromaffin hormone (epinephrine),الهرمون الأليف للكروم,dictionaries_master,term,,high,d4826246d2fd604682fd1a552abd557e
H chronic subcortical encephalit,التهاب الدماغ تحت القشري,dictionaries_master,term,,high,87716fe4fa019cf93465f99d90a5c979
H cingulate cortex (gyrus cinguli),القشرة الحزامية التلفيف,dictionaries_master,term,,high,6f591b5e6aa750e6fac06567297ff4e4
H cribriform plate of ethmoid bone,الصفيحة المصفوية للعظم,dictionaries_master,term,,high,683a2853c3d24a7f0245f06a4f41ef01
H dropped elbow (radial paralysis),المرفق الساقط شلل العصب,dictionaries_master,term,,high,226d03b65968341a338b3049398bce24
H pars prostatica urethrae viril,الجزء البروستاتي للإحليل,dictionaries_master,term,,high,91e685e8dcfd89b23f931c6b565b7ae4
H pythogenic fever (typhoid fever),حمى رافعة للحرارة الحمى,dictionaries_master,term,,high,ea127453c78a5278b8060108215cc626
H shin spots (diabetic dermopathy),بقع ظنبوبية اعتلال الجلد,dictionaries_master,term,,high,0aab9a6ecdd93463592d6f56ca0620fd
H stratum neuroepitheliale retinae,الطبقة العصبية الظهارية,dictionaries_master,term,,high,eda0179606f7ccb078a7b385d3097c07
H tibial anterior recurrent artery,الشريان الراجع الظنبوبي,dictionaries_master,term,,high,f3877f23dd23e04a70f6619facfca858
Colonna trochanteric arthroplasty,رأب المفصل المدوري بحسب,dictionaries_master,term,,high,6f221d623c03d761fa4aad1d664b7f68
Goldstein spinal fusion technique,طريقة دمج الصلب بحسب,dictionaries_master,term,,high,f4216176f41ad2fe2d49a1304698aa6b
H!MCH (mean corpuscular hemoglobin),مختصر هيموغلوبين الكرية,dictionaries_master,term,,high,51ef4e3735c32872baeda5b11daf9801
Meckel's ro(Meckel's cartilage),نبوت ميكل غضروف ميكل في,dictionaries_master,term,,high,8fb71878e46c519fc2cc7588ef35e881
Merke-Ranvier cells (melanocyte),خلايا مركلرانفييه خلية,dictionaries_master,term,,high,d207528fda1c86d4c85ce7d68e96d6e1
H!PTT (partial thromboplastin time),رمز زمن الثرومبوبلاستين,dictionaries_master,term,,high,51a67dfaa1aa02cbc9228a27a5d15761
Rockwood posterior capsulorrhaphy,رفو المحفظة الخلفي بحسب,dictionaries_master,term,,high,bab42e4ee305a5ab0b4d6986cd2d78cf
H!anterior crus of internal capsule,الساق الأمامية للمحفظة,dictionaries_master,term,,high,3a991f58afad1c1d3de0c2f3a16e5955
H!antiprostatitis (anteprostatitis),التهاب الغدة البصلية,dictionaries_master,term,,high,170a51be2d9052c766d97eabec0fbd88
H!dermatitis palmaris and plantar,التهاب جلد الراحتين و,dictionaries_master,term,,high,1e4bab22e54843eef7a41c1ea37aaa5b
H!dorsomedian artery of spinal cord,الشريان الظهراني الناصف,dictionaries_master,term,,high,8589e326afe9c0ec6469a8f476dd7435
H!endophlebitis hepatica oblitera,التهاب باطنة أوردة الكبد,dictionaries_master,term,,high,a5957ada3c5bba9bde2ace3cb5ffc079
H!famine dropsy (nutritional edema),خزب المجاعة وذمة تغذوية,dictionaries_master,term,,high,c152fe55a0612e81a8ec3bd465ba0804
H!flexor digitorum profundus muscle,العضلة المثنية العميقة,dictionaries_master,term,,high,e0eb5aa1fea6936f0973e6ddb0801827
H!glioma sarcomatosum (gliosarcoma),ورم دبقي ساركومي ساركومة,dictionaries_master,term,,high,c55db5d38b92b8a8cc36d9e2d9cf9fb1
H!hemiplegia alternans hypoglossica,الفالج المتناوب في تحت,dictionaries_master,term,,high,07bad9276729a5efa2c8255c3af041dc
H!indirect complement fixation test,اختبار تثبيت المتممة,dictionaries_master,term,,high,bda606d77b7a999affdb1b23737eddd4
H!intertransverse muscles of thorax,العضلات بين المستعرضات,dictionaries_master,term,,high,b71526ee444df59fbf62a154065c1275
